*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
19890903/1200    4.300000      0.500000     0.000000     8.300000       6.000000       4.000000           
19890904/1200    1.000000      0.300000     0.000000     8.200000       5.900000       5.700000           
19890905/1200    0.000000      0.000000     0.000000     10.800000      8.900000       9.600000           
19890906/1200    3.500000      1.500000     2.000000     12.300000      12.100000      12.100000          
19890907/1200    6.800000      5.800000     0.000000     8.000000       6.800000       4.800000           
19890908/1200    2.800000      0.000000     0.000000     7.600000       5.000000       4.700000           
19890909/1200    0.500000      0.300000     1.100000     6.600000       4.300000       3.500000           
19890910/1200    0.200000      0.200000     2.300000     8.200000       5.400000       6.200000           
19890911/1200    0.000000      0.000000     0.000000     5.600000       3.600000       3.200000           
19890912/1200    0.500000      0.600000     0.000000     10.000000      9.300000       9.900000           
19890913/1200    0.000000      0.000000     0.100000     8.000000       6.600000       7.000000           
19890914/1200    0.000000      0.000000     0.000000     11.000000      7.900000       4.600000           
19890915/1200    0.800000      9.600000     2.400000     7.700000       6.600000       5.600000           
19890916/1200    9.500000      4.400000     9.400000     7.700000       6.000000       6.500000           
19890917/1200    2.100000      2.500000     1.900000     6.600000       3.700000       1.800000           
19890918/1200    0.000000      0.000000     0.000000     9.300000       5.200000       4.700000           
19890919/1200    0.000000      0.300000     0.000000     14.700000      12.400000      11.900000          
19890920/1200    21.500000     3.600000     10.000000    11.900000      8.500000       7.000000           
19890921/1200    0.000000      0.000000     0.000000     12.700000      10.500000      12.800000          
19890922/1200    0.000000      0.000000     0.000000     12.600000      11.200000      11.200000          
19890923/1200    0.000000      0.000000     0.000000     13.200000      13.000000      7.600000           
19890924/1200    1.000000      1.200000     0.100000     12.600000      11.300000      12.000000          
19890925/1200    0.500000      2.000000     0.000000     13.700000      12.200000      7.100000           
19890926/1200    2.000000      1.600000     0.000000     8.100000       6.600000       5.600000           
19890927/1200    0.000000      0.000000     0.200000     9.500000       6.400000       6.900000           
19890928/1200    2.400000      0.600000     0.800000     4.700000       3.900000       4.200000           
19890929/1200    3.200000      5.700000     1.400000     5.700000       5.200000       4.300000           
19890930/1200    13.500000     3.500000     0.700000     4.100000       4.000000       2.200000           
19891001/1200    0.500000      0.200000     0.100000     5.600000       3.700000       3.000000           
19891002/1200    17.500000     5.700000     0.800000     3.900000       2.300000       1.000000           
19891003/1200    12.000000     17.400000    14.200000    5.000000       3.300000       3.000000           
19891004/1200    3.200000      0.600000     0.100000     7.000000       3.500000       5.500000           
19891005/1200    1.000000      0.400000     0.000000     6.700000       3.500000       6.000000           
19891006/1200    0.000000      0.000000     0.000000     8.800000       6.600000       5.000000           
19891007/1200    0.000000      0.000000     1.000000     7.700000       6.400000       2.900000           
19891008/1200    0.000000      0.000000     0.200000     4.200000       2.000000       -2.500000          
19891009/1200    0.200000      1.400000     0.400000     4.600000       3.000000       1.400000           
19891010/1200    1.000000      0.900000     0.200000     3.100000       1.100000       0.100000           
19891011/1200    0.500000      0.200000     0.000000     1.200000       -0.400000      -0.200000          
19891012/1200    4.600000      2.400000     0.200000     2.300000       0.800000       0.000000           
19891013/1200    1.400000      1.000000     0.100000     3.800000       1.700000       1.900000           
19891014/1200    13.000000     4.600000     0.400000     2.200000       0.600000       -0.400000          
19891015/1200    16.500000     2.600000     0.000000     2.000000       0.800000       0.000000           
19891016/1200    9.000000      1.200000     0.000000     3.100000       0.400000       -2.000000          
19891017/1200    0.000000      0.000000     0.000000     4.200000       1.800000       0.300000           
19891018/1200    6.700000      5.100000     0.500000     6.100000       3.200000       0.600000           
19891019/1200    1.800000      0.600000     0.200000     6.200000       3.500000       1.500000           
19891020/1200    0.200000      0.200000     0.100000     7.500000       5.700000       3.400000           
19891021/1200    0.000000      0.000000     0.100000     11.000000      8.300000       6.600000           
19891022/1200    0.000000      0.300000     1.000000     8.300000       6.900000       5.500000           
19891023/1200    0.000000      0.200000     0.400000     8.000000       4.100000       4.600000           
19891024/1200    0.100000      0.000000     0.000000     4.000000       1.100000       1.000000           
19891025/1200    1.000000      0.000000     0.200000     5.700000       3.800000       2.800000           
19891026/1200    2.000000      0.200000     0.100000     4.500000       2.600000       1.200000           
19891027/1200    4.000000      6.100000     0.300000     3.400000       0.800000       0.200000           
19891028/1200    0.600000      0.100000     0.000000     4.000000       2.100000       -0.300000          
19891029/1200    0.000000      0.000000     1.300000     5.500000       4.400000       2.000000           
19891030/1200    0.000000      0.000000     0.000000     5.400000       3.500000       2.700000           
19891031/1200    0.000000      0.000000     0.000000     3.500000       2.400000       0.300000           
19891101/1200    0.000000      0.000000     0.000000     5.800000       3.300000       2.700000           
19891102/1200    0.000000      0.000000     0.000000     1.700000       -1.100000      -1.600000          
19891103/1200    0.000000      0.000000     0.000000     5.500000       3.600000       1.800000           
19891104/1200    0.000000      0.000000     0.100000     7.700000       5.300000       3.700000           
